,index,text,entities,relations,Comments,id,label,start_offset,end_offset
3531,4443,03d0e7ad4c12273a42e4c95d854408b98b0cf5ecf5f8c5ce05b24729b6f4e369 35a485972282b7e0e8e3a7a9cbf86ad93856378fd96cc8e230be5099c4b89208 5afc59cd2b39f988733eba427c8cf6e48bd2e9dc3d48a4db550655efe0dca798 6dc0600de00ba6574488472d5c48aa2a7b23a74ff1378d8aee6a93ea0ee7364f 767bd025c8e7d36f64dbd636ce0f29e873d1e3ca415d5ad49053a68918fe89f4 977f0053690684eb509da27d5eec2a560311c084a4a133191ef387e110e8b85f ac8e59e8abeacf0885b451833726be3e8e2d9c88d21f27b16ebe00f00c1409e6 cd2ba296828660ecd07a36e8931b851dda0802069ed926b3161745aae9aa6daa Microsoft Live DLL 1a831a79a932edd0398f46336712eff90ebb5164a189ef38c4dacc64ba84fe23 PDB E:\Working\Projects\EmailDownloader\EmailDownloaderCookieMode\EmailDownloader\obj\Debug\EmailDownloader.pdb E:\Working\Projects\EmailDownloader\EmailDownloaderCookieMode\Mahdi\LiveLib\obj\Release\LiveLib.pdb,"[{'id': 50215, 'label': 'FILEPATH', 'start_offset': 608, 'end_offset': 715}, {'id': 50216, 'label': 'FILEPATH', 'start_offset': 716, 'end_offset': 815}, {'id': 50217, 'label': 'identity', 'start_offset': 520, 'end_offset': 529}, {'id': 13277, 'label': 'SHA2', 'start_offset': 0, 'end_offset': 64}, {'id': 13281, 'label': 'SHA2', 'start_offset': 260, 'end_offset': 324}, {'id': 13282, 'label': 'SHA2', 'start_offset': 325, 'end_offset': 389}, {'id': 13283, 'label': 'SHA2', 'start_offset': 390, 'end_offset': 454}, {'id': 13284, 'label': 'SHA2', 'start_offset': 455, 'end_offset': 519}, {'id': 13278, 'label': 'SHA2', 'start_offset': 65, 'end_offset': 129}, {'id': 13279, 'label': 'SHA2', 'start_offset': 130, 'end_offset': 194}, {'id': 13280, 'label': 'SHA2', 'start_offset': 195, 'end_offset': 259}, {'id': 13286, 'label': 'SHA2', 'start_offset': 539, 'end_offset': 603}]",[],[],50215,FILEPATH,608,715
3532,8370,"It was last updated on July 29, 2022.",[],[],[],,,,
3533,5246,The Sphinx campaign operators cloaked the malware with icons of legitimate applications to dupe recipients into clicking them.,"[{'id': 51281, 'label': 'campaign', 'start_offset': 4, 'end_offset': 10}]",[],[],51281,campaign,4,10
3534,11393,NSO Group continues to pose risks across the Internet ecosystem.,[],[],[],,,,
3535,1945,"They have a malicious application that provides services for religion, as well as popular sports in the region.",[],[],[],,,,
3536,6456,     Figure 6. id-server connection     ,[],[],[],,,,
3537,2074,"Where the threat actor keeps alluding to his “Ghost” theme, a similar theme was observed in the HelloXD ransomware samples (Figure 19).  ","[{'id': 6160, 'label': 'malware', 'start_offset': 46, 'end_offset': 51}, {'id': 6161, 'label': 'malware', 'start_offset': 96, 'end_offset': 103}]",[],[],6160,malware,46,51
3538,3750,The injected commands worth mentioning that intended to further download payloads to a vulnerable machine can be categorized into the following broad categories:  We observed several instances of CVE-2022-22954 being exploited to drop variants of the Mirai malware.,"[{'id': 49577, 'label': 'vulnerability', 'start_offset': 196, 'end_offset': 210}, {'id': 49578, 'label': 'malware', 'start_offset': 251, 'end_offset': 264}]","[{'id': 833, 'from_id': 49578, 'to_id': 49577, 'type': 'exploits'}]",[],49577,vulnerability,196,210
3539,5316,The parameters are then initialized.,[],[],[],,,,
3540,476,"In particular, security vendors are bringing automation to bear to counter the attackers’ automation.",[],[],[],,,,
3541,1698,"For a moment, put yourself in the shoes of a cyber criminal.",[],[],[],,,,
3542,119,Using multi-factor authentication to access all accounts can minimize this risk tremendously.,[],[],[],,,,
3543,13743,"This DLL name is hardcoded inside ""mtxoci.dll"" which is loaded by the MSDTC service during boot-up.",[],[],[],,,,
3544,7425,How is OAuth abused?,[],[],[],,,,
3545,12167,The exploit targeted iOS versions 12.4 through 13.7.,[],[],[],,,,
3546,6027,"The exploit was patched on February 14, 2022.",[],[],[],,,,
3547,11939,We received leads from Graphika that supported us in this investigation.,[],[],[],,,,
3548,4769,"During the development stage, Android-created and open source components are subject to vigorous security reviews","[{'id': 50673, 'label': 'SOFTWARE', 'start_offset': 30, 'end_offset': 37}]",[],[],50673,SOFTWARE,30,37
3549,13007,"In Russia, long running campaigns against multiple government organizations have continued, including the Ministry of Foreign Affairs.","[{'id': 48814, 'label': 'location', 'start_offset': 3, 'end_offset': 9}, {'id': 48815, 'label': 'identity', 'start_offset': 106, 'end_offset': 133}]",[],[],48814,location,3,9
3550,591, Hancitor is a malware that focuses getting other malware onto the victim’s system.,"[{'id': 44790, 'label': 'malware', 'start_offset': 1, 'end_offset': 9}]",[],[],44790,malware,1,9
3551,14012,There are also times when developers intentionally remove these associations and plant misleading information to avoid attribution.,[],[],[],,,,
3552,1164, Mutex names provide a window into the entire development process and timeline for malware.,[],[],[],,,,
3553,141,"The first answer to this, as we’ve outlined in our report, is that ransomware is a lucrative cybercriminal business model.",[],[],[],,,,
3554,12184,"In the mid-to-late 2010s, more private companies have joined the marketplace selling these 0-day capabilities.",[],[],[],,,,
3555,7503,"The second part contains functions related to the encryption, which is a standard RSA encryption with very small keys.","[{'id': 23345, 'label': 'location', 'start_offset': 73, 'end_offset': 81}, {'id': 23346, 'label': 'identity', 'start_offset': 82, 'end_offset': 85}, {'id': 23347, 'label': 'location', 'start_offset': 107, 'end_offset': 112}]",[],[],23345,location,73,81
3556,4160,"After long-term observation and analysis of the attack campaigns, there was compelling evidence that they were operated by Earth Centaur.","[{'id': 49968, 'label': 'attack-pattern', 'start_offset': 123, 'end_offset': 136}]",[],[],49968,attack-pattern,123,136
3557,1572," As detailed below, Bad Rabbit gains initial entry by posing as an Adobe Flash update.","[{'id': 45062, 'label': 'malware', 'start_offset': 20, 'end_offset': 30}, {'id': 45063, 'label': 'SOFTWARE', 'start_offset': 67, 'end_offset': 78}]","[{'id': 240, 'from_id': 45062, 'to_id': 45063, 'type': 'related-to'}]",[],45062,malware,20,30
3558,13881,November 2020:,[],[],[],,,,
3559,3061,"Through analyzing the app’s code we discovered a multiple indications that this program was not a legitimate Antivirus program, but actually Scareware.",[],[],[],,,,
3560,5015,"As always, we continue to publish details surrounding the actions we take against coordinated influence operations in our quarterly TAG bulletin.","[{'id': 51073, 'label': 'identity', 'start_offset': 132, 'end_offset': 135}]",[],[],51073,identity,132,135
3561,412," Unlike other cybersecurity threats we’re used to bracing for around the holiday season, unauthorized coin mining attacks can affect shoppers who are up-to-date with security patches and even some running some security protections.","[{'id': 46110, 'label': 'attack-pattern', 'start_offset': 89, 'end_offset': 121}]",[],[],46110,attack-pattern,89,121
3562,6278,"Users should be suspicious of any message indicating that an update for Flash is available in Google Chrome, as Chrome contains an integrated Flash runtime that is updated by Google.",[],[],[],,,,
3563,2660," During the first calendar year quarter of 2022, LockBit 2.0 persisted as the most impactful and the most deployed ransomware variant we observed in all ransomware breaches shared on leak sites.","[{'id': 47849, 'label': 'threat-actor', 'start_offset': 49, 'end_offset': 60}, {'id': 47848, 'label': 'TIME', 'start_offset': 12, 'end_offset': 47}]",[],[],47849,threat-actor,49,60
3564,11917,"No longer do groups need to have the technical expertise, now they just need resources.","[{'id': 36729, 'label': 'identity', 'start_offset': 67, 'end_offset': 71}]",[],[],36729,identity,67,71
3565,6132,"Our team was able to further uncover three new samples using the Ssanyong Motor Co., Ltd certificate and Google Code C2 redirection.","[{'id': 18968, 'label': 'tools', 'start_offset': 29, 'end_offset': 36}, {'id': 18971, 'label': 'location', 'start_offset': 101, 'end_offset': 104}]",[],[],18968,tools,29,36
3566,2269,"As announced today, Google has taken action to disrupt the operations of Glupteba, a multi-component botnet targeting Windows computers.","[{'id': 6747, 'label': 'malware', 'start_offset': 73, 'end_offset': 81}, {'id': 47336, 'label': 'identity', 'start_offset': 20, 'end_offset': 26}, {'id': 47337, 'label': 'SOFTWARE', 'start_offset': 118, 'end_offset': 125}]",[],[],6747,malware,73,81
3567,7087,"Feature  Name  Repository  Driver memory injection  Blackbone  https://github.com/DarthTon/Blackbone  NDIS network filtering driver  WFP Sample  ""WDK\Windows Filtering Platform Stream Edit Sample/C++/sys/stream_callout.c”  ","[{'id': 22198, 'label': 'location', 'start_offset': 27, 'end_offset': 33}, {'id': 22199, 'label': 'attack-pattern', 'start_offset': 34, 'end_offset': 50}, {'id': 22200, 'label': 'URL', 'start_offset': 63, 'end_offset': 100}, {'id': 22201, 'label': 'location', 'start_offset': 125, 'end_offset': 131}, {'id': 22202, 'label': 'location', 'start_offset': 137, 'end_offset': 143}, {'id': 22203, 'label': 'location', 'start_offset': 189, 'end_offset': 195}]",[],[],22198,location,27,33
3568,4777,"This is all part of a larger strategy to keep Google products and users, as well as the Internet at large more secure.","[{'id': 50678, 'label': 'identity', 'start_offset': 46, 'end_offset': 52}]",[],[],50678,identity,46,52
3569,1778,"If the calculated value does not match the real value, it indicates some of the vector objects may have been modified.",[],[],[],,,,
3570,3675,Execution,[],[],[],,,,
3571,13558,"Their server was illegally accessed and personal information, which included names, credit card numbers, card expiration dates, and credit card security codes, were potentially leaked.","[{'id': 51636, 'label': 'Infrastucture', 'start_offset': 6, 'end_offset': 12}]",[],[],51636,Infrastucture,6,12
3572,1525," Palo Alto Networks strongly recommends you inspect your systems and update your firewall rules and IPS systems.  Palo Alto Networks customers with active subscriptions to Threat Prevention are protected against these threats automatically, signature #13469 was released to protect against this specific threat.","[{'id': 46786, 'label': 'identity', 'start_offset': 1, 'end_offset': 19}, {'id': 46787, 'label': 'identity', 'start_offset': 114, 'end_offset': 132}]",[],[],46786,identity,1,19
3573,10225,"Recently, Norwegian authorities announced that Pawn Storm hacked the Norwegian parliament through brute force attacks.","[{'id': 31244, 'label': 'attack-pattern', 'start_offset': 98, 'end_offset': 109}]",[],[],31244,attack-pattern,98,109
3574,5319,"After obtaining data from the modules, the core component starts the encryption routines that will cipher the data before sending it to the C&C server.",[],[],[],,,,
3575,1721,"While there are certainly many legitimate reasons to use an anonymity network, many organizations should be wary of I2P (or Tor) traffic transiting their network.","[{'id': 46898, 'label': 'SOFTWARE', 'start_offset': 116, 'end_offset': 119}, {'id': 46897, 'label': 'tools', 'start_offset': 124, 'end_offset': 127}]",[],[],46898,SOFTWARE,116,119
3576,10437,"For MSPs working with Trend Micro, we have a very positive news.",[],[],[],,,,
3577,3014,The biggest risk that’s been popularly discussed is voice command hijacking by outside sources.,[],[],[],,,,
3578,1054,"In a worst-case attack scenario, this vulnerability could be used to render the phone unusable (i.e., a “brick”) or to install any kind of malware including (but not limited to) ransomware or information stealers.",[],[],[],,,,
3579,7762,This could likely be an effort to bypass API hooking for HTTP.,"[{'id': 24078, 'label': 'location', 'start_offset': 11, 'end_offset': 17}, {'id': 24079, 'label': 'location', 'start_offset': 24, 'end_offset': 30}, {'id': 24080, 'label': 'attack-pattern', 'start_offset': 45, 'end_offset': 52}]",[],[],24078,location,11,17
3580,7491,The purpose of the .VBS script is to execute the PowerShell script.,"[{'id': 23320, 'label': 'attack-pattern', 'start_offset': 49, 'end_offset': 59}]",[],[],23320,attack-pattern,49,59
3581,66,"That number is small, but it’s important to note that it doesn’t matter what country or network a Monero miner is part of: computers in Australia and Poland mine at the same speed.","[{'id': 44586, 'label': 'SOFTWARE', 'start_offset': 98, 'end_offset': 104}, {'id': 44587, 'label': 'location', 'start_offset': 136, 'end_offset': 145}, {'id': 44588, 'label': 'location', 'start_offset': 150, 'end_offset': 156}]",[],[],44586,SOFTWARE,98,104
3582,3026,"While “car hacking” is something that you see in the news, the reality is that practical smart car security is more common than headlines may lead you to believe.",[],[],[],,,,
3583,8033,"APT35 has relied on this technique since 2017 — targeting high-value accounts in government, academia, journalism, NGOs, foreign policy, and national security.","[{'id': 24916, 'label': 'threat-actor', 'start_offset': 0, 'end_offset': 5}, {'id': 24918, 'label': 'location', 'start_offset': 93, 'end_offset': 101}, {'id': 24920, 'label': 'location', 'start_offset': 137, 'end_offset': 140}, {'id': 24921, 'label': 'location', 'start_offset': 141, 'end_offset': 149}, {'id': 24922, 'label': 'location', 'start_offset': 150, 'end_offset': 158}]",[],[],24916,threat-actor,0,5
3584,10855,      Figure 7.,[],[],[],,,,
3585,9744,Fake Office document tries to get user to enable malicious macros.,[],[],[],,,,
3586,7701,Vigenère cipher in ServHelper and the Delphi code in stack overflow,"[{'id': 23937, 'label': 'malware', 'start_offset': 19, 'end_offset': 29}, {'id': 23938, 'label': 'location', 'start_offset': 30, 'end_offset': 33}]",[],[],23937,malware,19,29
3587,4283,"On the left, the weaponized document.",[],[],[],,,,
3588,10980,We received leads from Graphika that supported us in this investigation.,[],[],[],,,,
3589,4142,"The group would also dump memory from the specified process by using comsvcs.dll: rundll32.exe C:\Windows\System32\comsvcs.dll MiniDump 764 C:\Windows\TEMP\dump.bin full Indicator Removal  To avoid exposing their footprints to investigators, the threat actors made their own tool to wipe out the event logs on the victimized machine.","[{'id': 49954, 'label': 'tools', 'start_offset': 127, 'end_offset': 135}, {'id': 49955, 'label': 'FILEPATH', 'start_offset': 140, 'end_offset': 164}, {'id': 49951, 'label': 'FILEPATH', 'start_offset': 69, 'end_offset': 80}, {'id': 49952, 'label': 'FILEPATH', 'start_offset': 82, 'end_offset': 94}, {'id': 49953, 'label': 'FILEPATH', 'start_offset': 95, 'end_offset': 126}]",[],[],49954,tools,127,135
3590,5053,"We promptly identify and remove any such content, but have not observed any significant shifts from the normal levels of activity that occur in the region.",[],[],[],,,,
